lsoa21cd,domain_supermarket_proximity,domain_supermarket_accessibility,domain_ecommerce_access,domain_socio_demographic,domain_nonsupermarket_proximity,domain_food_for_families,domain_fuel_poverty,country,country_denominator,combined,pp_dec_domain_supermarket_proximity,pp_dec_domain_supermarket_accessibility,pp_dec_domain_ecommerce_access,pp_dec_domain_socio_demographic,pp_dec_domain_nonsupermarket_proximity,pp_dec_domain_food_for_families,pp_dec_domain_fuel_poverty,pp_dec_combined
E01025810,1582,1408.0,14568.0,32387,374,30032,25570.0,E,33755,24958,1,1.0,5.0,10,1,9,8.0,8
E01025812,4879,12120.0,23805.0,23544,9291,22203,22221.0,E,33755,13583,2,4.0,8.0,7,3,7,7.0,5
E01025813,4463,11901.0,23805.0,32706,7337,22430,33306.0,E,33755,31794,2,4.0,8.0,10,3,7,10.0,10
E01025814,2086,26942.0,23805.0,30626,4922,28137,28274.0,E,33755,28740,1,8.0,8.0,10,2,9,9.0,9
E01025815,377,587.0,23805.0,32830,1292,31222,19644.0,E,33755,27088,1,1.0,8.0,10,1,10,6.0,9
E01025816,2863,1554.0,14568.0,31450,1053,25889,19373.0,E,33755,16526,1,1.0,5.0,10,1,8,6.0,5
E01025817,4540,2538.0,23805.0,29144,8478,21967,28624.0,E,33755,20666,2,1.0,8.0,9,3,7,9.0,7
E01025818,2602,3373.0,23805.0,29822,7604,24433,15925.0,E,33755,15551,1,1.0,8.0,9,3,8,5.0,5
E01025819,1136,5908.0,14568.0,23149,9675,26828,12388.0,E,33755,8405,1,2.0,5.0,7,3,8,4.0,3
E01025820,891,15691.0,14568.0,26652,12187,27270,27094.0,E,33755,20000,1,5.0,5.0,8,4,9,9.0,6
E01025821,5964,23683.0,18707.0,18431,16057,7742,11699.0,E,33755,6209,2,8.0,6.0,6,5,3,4.0,2
E01025822,4850,15230.0,9458.0,11530,15727,11734,12347.0,E,33755,1946,2,5.0,3.0,4,5,4,4.0,1
E01025823,5062,10299.0,17166.0,13010,14752,11714,11343.0,E,33755,2257,2,4.0,6.0,4,5,4,4.0,1
E01025824,6182,13830.0,17166.0,17796,16235,8537,19318.0,E,33755,5492,2,5.0,6.0,6,5,3,6.0,2
E01025825,7103,11297.0,17166.0,23003,14532,12594,22627.0,E,33755,9100,3,4.0,6.0,7,5,4,7.0,3
E01025826,4274,10157.0,18707.0,25402,13066,14621,27180.0,E,33755,13476,2,4.0,6.0,8,4,5,9.0,4
E01025827,17797,12251.0,949.0,11671,29396,10879,18905.0,E,33755,8591,6,4.0,1.0,4,9,4,6.0,3
E01025828,6763,7219.0,23805.0,28727,27682,15011,28224.0,E,33755,23704,3,3.0,8.0,9,9,5,9.0,8
E01025829,27559,10567.0,9458.0,10735,29647,10378,12881.0,E,33755,11422,9,4.0,3.0,4,9,4,4.0,4
E01025830,7179,13889.0,17166.0,18935,21016,13005,20232.0,E,33755,8614,3,5.0,6.0,6,7,4,6.0,3
E01025831,16009,15665.0,18707.0,24266,22135,8143,27507.0,E,33755,17328,5,5.0,6.0,8,7,3,9.0,6
E01025832,8185,10570.0,27352.0,33614,15134,14066,30635.0,E,33755,31171,3,4.0,9.0,10,5,5,10.0,10
E01025833,5827,27361.0,23805.0,23768,15508,15727,26931.0,E,33755,20774,2,9.0,8.0,8,5,5,8.0,7
E01025834,8372,12456.0,27352.0,29925,19141,11954,32182.0,E,33755,27944,3,4.0,9.0,9,6,4,10.0,9
E01025835,21392,7940.0,23805.0,30888,24000,10335,33248.0,E,33755,31225,7,3.0,8.0,10,8,4,10.0,10
E01025836,12027,17195.0,23805.0,26705,22914,5746,31683.0,E,33755,24833,4,6.0,8.0,8,7,2,10.0,8
E01025837,624,992.0,14568.0,31508,26838,27703,22425.0,E,33755,24773,1,1.0,5.0,10,8,9,7.0,8
E01025838,1060,7491.0,14568.0,24979,27956,26716,29597.0,E,33755,24165,1,3.0,5.0,8,9,8,9.0,8
E01025839,3347,11225.0,18707.0,24005,13665,3612,19915.0,E,33755,6210,1,4.0,6.0,8,5,2,6.0,2
E01025840,3964,15318.0,17166.0,20475,14196,11718,17410.0,E,33755,6026,2,5.0,6.0,7,5,4,6.0,2
E01025841,3737,6547.0,17166.0,24977,13220,12380,27096.0,E,33755,11389,2,2.0,6.0,8,4,4,9.0,4
E01025842,2454,6904.0,18707.0,16361,10105,14789,19354.0,E,33755,4213,1,3.0,6.0,5,3,5,6.0,2
E01025843,3133,23686.0,9458.0,14737,13087,10343,10625.0,E,33755,3053,1,8.0,3.0,5,4,4,4.0,1
E01025844,2914,16261.0,9458.0,10764,12592,10072,9833.0,E,33755,1071,1,5.0,3.0,4,4,3,3.0,1
E01025845,6954,11348.0,23805.0,29160,12229,26723,32164.0,E,33755,28710,3,4.0,8.0,9,4,8,10.0,9
E01025846,8852,15688.0,23805.0,30981,13758,26325,33107.0,E,33755,31632,3,5.0,8.0,10,5,8,10.0,10
E01025847,11033,6524.0,27352.0,31811,12134,26436,33547.0,E,33755,32677,4,2.0,9.0,10,4,8,10.0,10
E01025848,5549,11985.0,17166.0,21126,10823,27147,21888.0,E,33755,13520,2,4.0,6.0,7,4,9,7.0,5
E01025849,32502,25566.0,9458.0,12188,31147,9508,17282.0,E,33755,24508,10,8.0,3.0,4,10,3,6.0,8
E01025850,26168,20153.0,18707.0,16441,32468,11162,10829.0,E,33755,20624,8,6.0,6.0,5,10,4,4.0,7
E01025851,31007,12306.0,17166.0,26516,31324,9058,25756.0,E,33755,27887,10,4.0,6.0,8,10,3,8.0,9
E01025852,32815,22034.0,18707.0,9136,32841,2474,8094.0,E,33755,24688,10,7.0,6.0,3,10,1,3.0,8
E01025854,13949,16576.0,27352.0,28418,22868,8965,31535.0,E,33755,27436,5,5.0,9.0,9,7,3,10.0,9
E01025855,15818,23637.0,18707.0,22044,23142,11664,26670.0,E,33755,19117,5,8.0,6.0,7,7,4,8.0,6
E01025856,23033,20982.0,949.0,6118,25625,13492,14155.0,E,33755,7796,7,7.0,1.0,2,8,4,5.0,3
E01025857,15753,22453.0,18707.0,28140,22995,14461,28458.0,E,33755,24287,5,7.0,6.0,9,7,5,9.0,8
E01025858,31045,26798.0,18707.0,14793,32622,8026,9114.0,E,33755,25246,10,8.0,6.0,5,10,3,3.0,8
E01025859,17480,15457.0,23805.0,28852,30548,14113,32025.0,E,33755,30644,6,5.0,8.0,9,10,5,10.0,10
E01025860,19226,11550.0,27352.0,33219,16145,12723,30409.0,E,33755,30897,6,4.0,9.0,10,5,4,10.0,10
E01025861,23525,12516.0,18707.0,22252,21780,10387,28187.0,E,33755,18921,7,4.0,6.0,7,7,4,9.0,6
E01025862,18518,14009.0,16498.0,27063,27554,16221,30737.0,E,33755,26155,6,5.0,5.0,9,9,5,10.0,8
E01025863,25370,24523.0,9458.0,15905,29745,9979,13793.0,E,33755,15953,8,8.0,3.0,5,9,3,5.0,5
E01025864,20021,12302.0,18707.0,28471,19304,13178,26969.0,E,33755,20742,6,4.0,6.0,9,6,4,8.0,7
E01025865,27745,15883.0,9458.0,14857,30506,10608,11358.0,E,33755,14446,9,5.0,3.0,5,10,4,4.0,5
E01025866,19082,14575.0,9458.0,11754,27852,10381,11420.0,E,33755,7141,6,5.0,3.0,4,9,4,4.0,3
E01025867,20152,19299.0,18707.0,20906,25681,5450,27985.0,E,33755,19112,6,6.0,6.0,7,8,2,9.0,6
E01025868,1440,26572.0,17166.0,22099,5317,28058,16804.0,E,33755,16053,1,8.0,6.0,7,2,9,5.0,5
E01025869,1936,12623.0,17166.0,20501,4535,28377,30121.0,E,33755,19567,1,4.0,6.0,7,2,9,9.0,6
E01025870,2241,6733.0,17166.0,28567,4722,28394,29930.0,E,33755,23125,1,2.0,6.0,9,2,9,9.0,7
E01025871,1959,6522.0,23805.0,25258,5756,25708,14840.0,E,33755,11824,1,2.0,8.0,8,2,8,5.0,4
E01025872,807,15335.0,14568.0,30288,8483,25826,26962.0,E,33755,21713,1,5.0,5.0,9,3,8,8.0,7
E01025873,1852,3939.0,23805.0,32564,5410,23047,27694.0,E,33755,25227,1,2.0,8.0,10,2,7,9.0,8
E01025874,808,15611.0,8599.0,21329,7511,25217,19370.0,E,33755,8857,1,5.0,3.0,7,3,8,6.0,3
E01025875,695,15377.0,4068.0,16681,8410,26287,9367.0,E,33755,4645,1,5.0,2.0,5,3,8,3.0,2
E01025876,1924,10537.0,14568.0,32325,5490,25869,25448.0,E,33755,23310,1,4.0,5.0,10,2,8,8.0,7
E01025877,4992,8258.0,18707.0,23355,8915,25981,24783.0,E,33755,14656,2,3.0,6.0,7,3,8,8.0,5
E01025879,4666,6645.0,17166.0,16792,8616,26615,10343.0,E,33755,6258,2,2.0,6.0,5,3,8,4.0,2
E01025880,5866,7765.0,23805.0,30638,9869,26014,33636.0,E,33755,31695,2,3.0,8.0,10,3,8,10.0,10
E01025881,4263,1994.0,23805.0,27481,10431,25679,20552.0,E,33755,16102,2,1.0,8.0,9,4,8,7.0,5
E01025882,1966,861.0,23805.0,31138,4142,28189,25799.0,E,33755,23583,1,1.0,8.0,10,2,9,8.0,7
E01025883,3164,9872.0,17166.0,23175,9799,19089,21334.0,E,33755,8869,1,3.0,6.0,7,3,6,7.0,3
E01025884,4408,4689.0,17166.0,18453,11071,17257,12525.0,E,33755,3478,2,2.0,6.0,6,4,6,4.0,2
E01025885,232,2827.0,23805.0,32067,2125,26168,33299.0,E,33755,30982,1,1.0,8.0,10,1,8,10.0,10
E01025886,186,11350.0,17166.0,19275,2248,26532,17883.0,E,33755,8387,1,4.0,6.0,6,1,8,6.0,3
E01025887,733,50.0,23805.0,30311,1979,23996,17099.0,E,33755,14799,1,1.0,8.0,9,1,8,6.0,5
E01025888,1899,1133.0,23805.0,32839,3262,21957,20878.0,E,33755,21752,1,1.0,8.0,10,1,7,7.0,7
E01025889,1984,842.0,23805.0,30703,3496,21534,16869.0,E,33755,14541,1,1.0,8.0,10,2,7,5.0,5
E01025890,507,170.0,14568.0,24851,2751,24390,15073.0,E,33755,6595,1,1.0,5.0,8,1,8,5.0,2
E01025891,692,200.0,14568.0,28613,3300,23770,20484.0,E,33755,11113,1,1.0,5.0,9,1,8,7.0,4
E01025892,324,134.0,23805.0,31880,1945,26752,18241.0,E,33755,20103,1,1.0,8.0,10,1,8,6.0,6
E01025893,17020,9295.0,18707.0,24028,28845,10738,29849.0,E,33755,22548,6,3.0,6.0,8,9,4,9.0,7
E01025894,31593,13847.0,9458.0,7443,33007,5817,8257.0,E,33755,19319,10,5.0,3.0,3,10,2,3.0,6
E01025895,13371,8585.0,18707.0,21752,21792,12514,19858.0,E,33755,10230,4,3.0,6.0,7,7,4,6.0,4
E01025896,17847,8675.0,17166.0,28800,28089,11751,31075.0,E,33755,26313,6,3.0,6.0,9,9,4,10.0,8
E01025897,31200,7715.0,18707.0,15357,31867,8149,22499.0,E,33755,23411,10,3.0,6.0,5,10,3,7.0,7
E01025898,22115,2504.0,9458.0,18029,29269,9879,16714.0,E,33755,10316,7,1.0,3.0,6,9,3,5.0,4
E01025899,32933,8598.0,18707.0,17039,33228,5427,10857.0,E,33755,26143,10,3.0,6.0,6,10,2,4.0,8
E01025900,27206,6490.0,9458.0,10847,31552,8492,10967.0,E,33755,11975,9,2.0,3.0,4,10,3,4.0,4
E01025901,26112,9523.0,16498.0,22694,32345,7798,25416.0,E,33755,24072,8,3.0,5.0,7,10,3,8.0,8
E01025902,19129,3332.0,23805.0,29930,27869,11647,32099.0,E,33755,29267,6,1.0,8.0,9,9,4,10.0,9
E01025903,31467,16347.0,18707.0,17252,28188,10598,8885.0,E,33755,18548,10,5.0,6.0,6,9,4,3.0,6
E01025904,13457,4526.0,23805.0,30499,27808,12004,32992.0,E,33755,30475,4,2.0,8.0,10,9,4,10.0,10
E01025905,21434,12519.0,9458.0,9391,30167,9559,12638.0,E,33755,8901,7,4.0,3.0,3,9,3,4.0,3
E01025906,12200,4780.0,27352.0,31569,27973,11378,33175.0,E,33755,31888,4,2.0,9.0,10,9,4,10.0,10
E01025907,15667,6774.0,9458.0,14118,28592,11398,11430.0,E,33755,6338,5,3.0,3.0,5,9,4,4.0,2
E01025908,21669,7900.0,23805.0,28201,31582,8971,22486.0,E,33755,24845,7,3.0,8.0,9,10,3,7.0,8
E01025909,1165,432.0,14568.0,29555,2399,21925,20656.0,E,33755,11315,1,1.0,5.0,9,1,7,7.0,4
E01025910,1069,219.0,14568.0,32831,2219,22521,19211.0,E,33755,18285,1,1.0,5.0,10,1,7,6.0,6
E01025911,9779,235.0,14568.0,30407,4631,20761,20184.0,E,33755,13426,3,1.0,5.0,10,2,7,6.0,4
E01025912,734,104.0,14568.0,28207,1697,24211,13017.0,E,33755,8252,1,1.0,5.0,9,1,8,4.0,3
E01025913,851,785.0,23805.0,30021,2780,25704,18313.0,E,33755,16162,1,1.0,8.0,9,1,8,6.0,5
E01025914,11968,2004.0,27352.0,33616,28889,13159,27214.0,E,33755,31433,4,1.0,9.0,10,9,4,9.0,10
E01025915,12800,4677.0,27352.0,25036,32857,7563,27749.0,E,33755,26660,4,2.0,9.0,8,10,3,9.0,8
E01025916,10658,4109.0,13499.0,27587,31373,6597,30941.0,E,33755,24593,4,2.0,4.0,9,10,2,10.0,8
E01025918,8742,5149.0,8599.0,12525,29990,9815,8466.0,E,33755,4581,3,2.0,3.0,4,9,3,3.0,2
E01025919,6364,2811.0,13499.0,18798,28624,11065,15762.0,E,33755,7356,2,1.0,4.0,6,9,4,5.0,3
E01025920,6849,5619.0,8599.0,17008,29439,8407,14079.0,E,33755,5988,3,2.0,3.0,6,9,3,5.0,2
E01025921,5907,3634.0,8599.0,22286,28438,11842,28860.0,E,33755,15322,2,2.0,3.0,7,9,4,9.0,5
E01025923,2698,1838.0,14568.0,27462,2923,24986,19883.0,E,33755,10925,1,1.0,5.0,9,1,8,6.0,4
E01025924,1506,2213.0,23805.0,28971,1290,26473,16716.0,E,33755,14865,1,1.0,8.0,9,1,8,5.0,5
E01025926,1723,12420.0,14568.0,26903,5745,24122,25496.0,E,33755,15013,1,4.0,5.0,8,2,8,8.0,5
E01025927,1199,12316.0,8599.0,18022,6099,24062,16494.0,E,33755,5256,1,4.0,3.0,6,2,8,5.0,2
E01025928,1107,17088.0,21844.0,32218,7778,23342,31541.0,E,33755,29019,1,6.0,7.0,10,3,7,10.0,9
E01025929,23564,15140.0,13499.0,19921,30564,12857,14392.0,E,33755,16217,7,5.0,4.0,6,10,4,5.0,5
E01025930,32017,21861.0,4068.0,9668,32889,7324,3974.0,E,33755,20901,10,7.0,2.0,3,10,3,2.0,7
E01025931,25944,19586.0,4068.0,11409,31573,10446,6988.0,E,33755,12904,8,6.0,2.0,4,10,4,3.0,4
E01025932,6057,17263.0,261.0,5355,18912,18801,2499.0,E,33755,1344,2,6.0,1.0,2,6,6,1.0,1
E01025933,5146,5614.0,13499.0,16820,13930,20086,13082.0,E,33755,3906,2,2.0,4.0,5,5,6,4.0,2
E01025934,4548,3901.0,4068.0,6738,10883,21141,5225.0,E,33755,552,2,2.0,2.0,2,4,7,2.0,1
E01025935,6106,7047.0,7408.0,27087,15961,19379,28928.0,E,33755,16138,2,3.0,3.0,9,5,6,9.0,5
E01025936,10442,7154.0,4068.0,10722,20569,17581,16459.0,E,33755,3577,4,3.0,2.0,4,7,6,5.0,2
E01025937,12390,17106.0,13499.0,23718,27744,15327,23028.0,E,33755,16925,4,6.0,4.0,8,9,5,7.0,6
E01025938,6657,6730.0,13499.0,20339,18101,17208,24201.0,E,33755,9256,2,2.0,4.0,7,6,6,8.0,3
E01025939,4734,10364.0,13499.0,20902,11065,20344,13762.0,E,33755,5582,2,4.0,4.0,7,4,7,5.0,2
E01025940,3470,4769.0,8599.0,22132,13262,21401,13134.0,E,33755,4961,2,2.0,3.0,7,4,7,4.0,2
E01025941,2659,1782.0,13499.0,27515,9843,22622,23126.0,E,33755,12036,1,1.0,4.0,9,3,7,7.0,4
E01025942,3374,13039.0,13499.0,26050,14689,21377,28501.0,E,33755,17287,1,4.0,4.0,8,5,7,9.0,6
E01025943,2920,9637.0,4068.0,12335,13890,22154,7713.0,E,33755,1973,1,3.0,2.0,4,5,7,3.0,1
E01025944,2392,3883.0,23805.0,32145,5147,22570,24099.0,E,33755,21963,1,2.0,8.0,10,2,7,8.0,7
E01025945,1447,19003.0,13499.0,23482,5896,23709,14474.0,E,33755,8977,1,6.0,4.0,7,2,8,5.0,3
E01025946,1602,21531.0,13499.0,20186,6441,23348,11977.0,E,33755,7478,1,7.0,4.0,6,2,7,4.0,3
E01025947,1589,7595.0,17166.0,29566,8193,23567,24289.0,E,33755,16792,1,3.0,6.0,9,3,7,8.0,5
E01025948,2015,4746.0,27352.0,25469,10454,22492,18058.0,E,33755,13516,1,2.0,9.0,8,4,7,6.0,5
E01025949,1501,16113.0,9458.0,11169,8665,23378,2371.0,E,33755,2109,1,5.0,3.0,4,3,7,1.0,1
E01025950,5207,6957.0,9458.0,14896,12614,17240,7095.0,E,33755,1522,2,3.0,3.0,5,4,6,3.0,1
E01025951,3335,3089.0,27352.0,30253,8657,20533,24957.0,E,33755,20299,1,1.0,9.0,9,3,7,8.0,7
E01025952,4640,5030.0,16498.0,22285,10392,15776,18669.0,E,33755,5790,2,2.0,5.0,7,4,5,6.0,2
E01025953,1905,1323.0,17166.0,21681,7189,22856,7514.0,E,33755,4194,1,1.0,6.0,7,3,7,3.0,2
E01025954,1908,1384.0,23805.0,25275,5117,23601,14229.0,E,33755,9462,1,1.0,8.0,8,2,7,5.0,3
E01025955,4856,2287.0,23805.0,32820,13580,18897,31055.0,E,33755,28365,2,1.0,8.0,10,5,6,10.0,9
E01025956,7160,16888.0,8599.0,20699,15030,16490,13582.0,E,33755,5664,3,6.0,3.0,7,5,5,5.0,2
E01025957,32847,10451.0,4068.0,14954,32948,4997,8667.0,E,33755,22099,10,4.0,2.0,5,10,2,3.0,7
E01025958,15215,4478.0,13499.0,21442,27849,13229,20837.0,E,33755,12187,5,2.0,4.0,7,9,4,7.0,4
E01025959,13961,4943.0,8599.0,22839,28877,12955,22269.0,E,33755,13109,5,2.0,3.0,7,9,4,7.0,4
E01025960,5792,12285.0,8599.0,23010,16005,19857,22414.0,E,33755,9860,2,4.0,3.0,7,5,6,7.0,3
E01025961,12700,13379.0,8599.0,24459,21118,17366,25766.0,E,33755,14739,4,4.0,3.0,8,7,6,8.0,5
E01025962,4984,13546.0,4068.0,12716,13266,20693,7521.0,E,33755,2147,2,5.0,2.0,4,4,7,3.0,1
E01025963,2789,3906.0,23805.0,29225,5590,23712,16949.0,E,33755,14451,1,2.0,8.0,9,2,8,6.0,5
E01025964,4577,2440.0,14568.0,31759,5555,21428,21815.0,E,33755,16762,2,1.0,5.0,10,2,7,7.0,5
E01025965,10521,2122.0,8599.0,25859,12455,18113,18699.0,E,33755,7753,4,1.0,3.0,8,4,6,6.0,3
E01025966,11698,10401.0,4068.0,16024,19836,17667,12877.0,E,33755,4346,4,4.0,2.0,5,6,6,4.0,2
E01025967,10872,5170.0,7408.0,25575,18397,17708,25980.0,E,33755,12805,4,2.0,3.0,8,6,6,8.0,4
E01025968,8057,7856.0,13499.0,28307,20128,18480,28011.0,E,33755,18718,3,3.0,4.0,9,6,6,9.0,6
E01025969,15369,11623.0,13499.0,18898,27767,16282,17079.0,E,33755,11782,5,4.0,4.0,6,9,5,6.0,4
E01025970,26070,11698.0,6632.0,28399,5325,17961,29148.0,E,33755,21140,8,4.0,2.0,9,2,6,9.0,7
E01025971,28688,17626.0,6632.0,23916,8928,17488,27135.0,E,33755,19361,9,6.0,2.0,8,3,6,9.0,6
E01025972,20799,15571.0,18707.0,24920,9683,15791,32206.0,E,33755,24320,7,5.0,6.0,8,3,5,10.0,8
E01025973,14065,12683.0,31672.0,33580,12297,20017,23246.0,E,33755,31336,5,4.0,10.0,10,4,6,7.0,10
E01025974,29137,28509.0,31672.0,22458,15841,18521,16911.0,E,33755,28011,9,9.0,10.0,7,5,6,6.0,9
E01025975,22447,20551.0,27352.0,26055,13463,19730,31833.0,E,33755,28968,7,7.0,9.0,8,4,6,10.0,9
E01025976,26386,24032.0,9458.0,9052,15103,15861,14861.0,E,33755,9768,8,8.0,3.0,3,5,5,5.0,3
E01025977,29401,24868.0,18707.0,15910,15960,17042,22914.0,E,33755,20176,9,8.0,6.0,5,5,6,7.0,6
E01025978,28651,26908.0,18707.0,14587,14069,17425,18798.0,E,33755,18079,9,8.0,6.0,5,5,6,6.0,6
E01025979,26306,26743.0,6632.0,26942,11230,19030,24198.0,E,33755,22088,8,8.0,2.0,8,4,6,8.0,7
E01025980,14532,22681.0,6632.0,26322,7522,21204,26326.0,E,33755,17527,5,7.0,2.0,8,3,7,8.0,6
E01025981,21955,30237.0,6632.0,23134,8124,20858,28218.0,E,33755,23402,7,9.0,2.0,7,3,7,9.0,7
E01025982,20746,8570.0,30601.0,31009,5132,21706,33236.0,E,33755,32252,7,3.0,10.0,10,2,7,10.0,10
E01025983,28393,15220.0,18707.0,21693,7423,19170,31623.0,E,33755,25168,9,5.0,6.0,7,3,6,10.0,8
E01025984,25119,9220.0,27352.0,29506,4891,19386,29170.0,E,33755,26500,8,3.0,9.0,9,2,6,9.0,8
E01025985,19563,27705.0,9458.0,20349,14916,12400,26414.0,E,33755,16963,6,9.0,3.0,7,5,4,8.0,6
E01025986,17873,29417.0,16498.0,21791,13054,14184,26244.0,E,33755,19924,6,9.0,5.0,7,4,5,8.0,6
E01025987,20841,31928.0,18707.0,7173,11728,14217,4225.0,E,33755,11904,7,10.0,6.0,3,4,5,2.0,4
E01025988,25594,24222.0,18707.0,12452,11110,12584,10318.0,E,33755,9345,8,8.0,6.0,4,4,4,4.0,3
E01025989,20855,27999.0,18707.0,9748,9444,14686,6467.0,E,33755,8286,7,9.0,6.0,3,3,5,2.0,3
E01025990,19760,27755.0,17166.0,20886,12172,11756,29970.0,E,33755,21640,6,9.0,6.0,7,4,4,9.0,7
E01025991,12861,26597.0,17166.0,26526,8170,12125,30474.0,E,33755,22388,4,8.0,6.0,8,3,4,10.0,7
E01025992,31442,30333.0,949.0,7838,15380,6640,11440.0,E,33755,13826,10,9.0,1.0,3,5,2,4.0,5
E01025993,26103,29346.0,17166.0,21938,13181,7992,30052.0,E,33755,24609,8,9.0,6.0,7,4,3,9.0,8
E01025994,28299,25333.0,9458.0,11226,14677,6229,8222.0,E,33755,7939,9,8.0,3.0,4,5,2,3.0,3
E01025995,9353,26151.0,9458.0,16310,15951,12418,23491.0,E,33755,10358,3,8.0,3.0,5,5,4,7.0,4
E01025997,22557,25672.0,9458.0,11637,16075,7512,13549.0,E,33755,7206,7,8.0,3.0,4,5,3,5.0,3
E01025998,12873,16845.0,27352.0,28708,7583,11052,32720.0,E,33755,27631,4,5.0,9.0,9,3,4,10.0,9
E01025999,30502,27724.0,9458.0,14119,13951,6327,13886.0,E,33755,13436,10,9.0,3.0,5,5,2,5.0,4
E01026000,21395,20953.0,18707.0,27454,11845,9978,31590.0,E,33755,24922,7,7.0,6.0,9,4,3,10.0,8
E01026001,27513,29287.0,18707.0,23984,12964,5182,29865.0,E,33755,25604,9,9.0,6.0,8,4,2,9.0,8
E01026003,29591,17280.0,17166.0,17056,15558,9390,26103.0,E,33755,17407,9,6.0,6.0,6,5,3,8.0,6
E01026004,24569,15047.0,18707.0,28029,13685,11058,30428.0,E,33755,23899,8,5.0,6.0,9,5,4,10.0,8
E01026005,29447,24310.0,9458.0,15673,16315,8982,27056.0,E,33755,18350,9,8.0,3.0,5,5,3,9.0,6
E01026007,2018,4489.0,5759.0,25021,4726,28539,20367.0,E,33755,11084,1,2.0,2.0,8,2,9,7.0,4
E01026008,2422,6361.0,5418.0,20418,5615,28068,11645.0,E,33755,6066,1,2.0,2.0,7,2,9,4.0,2
E01026009,1137,6704.0,5759.0,21891,3317,29523,11765.0,E,33755,7751,1,2.0,2.0,7,1,9,4.0,3
E01026010,13603,28381.0,261.0,3088,22625,20659,2462.0,E,33755,6606,5,9.0,1.0,1,7,7,1.0,2
E01026012,6731,22751.0,261.0,9925,17875,23322,11564.0,E,33755,5740,2,7.0,1.0,3,6,7,4.0,2
E01026013,6488,22188.0,8599.0,25519,16172,23838,25603.0,E,33755,18108,2,7.0,3.0,8,5,8,8.0,6
E01026014,3997,8125.0,8599.0,23093,8197,26171,23393.0,E,33755,11255,2,3.0,3.0,7,3,8,7.0,4
E01026015,7426,21093.0,13499.0,23151,20023,22432,23119.0,E,33755,16220,3,7.0,4.0,7,6,7,7.0,5
E01026016,572,6722.0,5759.0,20335,1580,31213,12846.0,E,33755,9571,1,2.0,2.0,7,1,10,4.0,3
E01026017,814,6793.0,5418.0,19343,3455,30295,10324.0,E,33755,7321,1,3.0,2.0,6,2,9,4.0,3
E01026018,9942,13685.0,7408.0,24337,6413,27941,16066.0,E,33755,11929,3,5.0,3.0,8,2,9,5.0,4
E01026019,2409,20468.0,4068.0,11913,8452,28588,8371.0,E,33755,6303,1,7.0,2.0,4,3,9,3.0,2
E01026020,2968,22985.0,8599.0,21303,8670,28416,13128.0,E,33755,12053,1,7.0,3.0,7,3,9,4.0,4
E01026021,28026,19599.0,8599.0,16105,28442,19161,10535.0,E,33755,16464,9,6.0,3.0,5,9,6,4.0,5
E01026022,16147,13856.0,8599.0,28051,27704,21713,25142.0,E,33755,22511,5,5.0,3.0,9,9,7,8.0,7
E01026023,96,5182.0,3678.0,19545,1519,31279,11577.0,E,33755,8504,1,2.0,2.0,6,1,10,4.0,3
E01026024,390,2897.0,3817.0,19074,2090,30413,13273.0,E,33755,7108,1,1.0,2.0,6,1,10,4.0,3
E01026025,31541,25030.0,4068.0,8603,32871,14397,1735.0,E,33755,22216,10,8.0,2.0,3,10,5,1.0,7
E01026026,14194,30253.0,261.0,7645,28680,20010,4898.0,E,33755,12677,5,9.0,1.0,3,9,6,2.0,4
E01026027,8476,24556.0,4068.0,15668,24329,21225,9447.0,E,33755,9226,3,8.0,2.0,5,8,7,3.0,3
E01026028,29042,25046.0,261.0,9122,30258,17768,8044.0,E,33755,16712,9,8.0,1.0,3,9,6,3.0,5
E01026030,31758,29719.0,261.0,4682,32638,16714,3210.0,E,33755,24191,10,9.0,1.0,2,10,5,1.0,8
E01026031,24981,29391.0,7408.0,17682,29977,19539,20286.0,E,33755,23933,8,9.0,3.0,6,9,6,7.0,8
E01026032,31097,31805.0,261.0,11178,31718,16354,1863.0,E,33755,24761,10,10.0,1.0,4,10,5,1.0,8
E01026033,1284,1836.0,7905.0,24054,2046,30141,12879.0,E,33755,9412,1,1.0,3.0,8,1,9,4.0,3
E01026034,1543,11548.0,5418.0,19227,2889,30071,13189.0,E,33755,8509,1,4.0,2.0,6,1,9,4.0,3
E01026035,18186,18219.0,8599.0,29484,22724,22009,30411.0,E,33755,26848,6,6.0,3.0,9,7,7,10.0,8
E01026036,33406,27820.0,4068.0,12601,32352,11465,1149.0,E,33755,26422,10,9.0,2.0,4,10,4,1.0,8
E01026037,32190,24788.0,261.0,6787,31485,14519,2202.0,E,33755,19629,10,8.0,1.0,3,10,5,1.0,6
E01026038,15533,15904.0,8599.0,22347,22150,20262,26665.0,E,33755,16989,5,5.0,3.0,7,7,7,8.0,6
E01026039,13281,19869.0,8599.0,25772,16187,24579,24077.0,E,33755,18219,4,6.0,3.0,8,5,8,8.0,6
E01026040,5196,17018.0,13499.0,23935,13231,25206,20977.0,E,33755,13801,2,6.0,4.0,8,4,8,7.0,5
E01026041,5019,30420.0,4068.0,7215,12873,25783,8798.0,E,33755,9544,2,10.0,2.0,3,4,8,3.0,3
E01026042,427,10683.0,3149.0,9916,30869,21702,2033.0,E,33755,6078,1,4.0,1.0,3,10,7,1.0,2
